-1 nan
-0.99 -0.0698283
-0.98 -0.0975088
-0.97 -0.117906
-0.96 -0.1344
-0.95 -0.148319
-0.94 -0.160352
-0.93 -0.170915
-0.92 -0.180282
-0.91 -0.188647
-0.9 -0.19615
-0.89 -0.202902
-0.88 -0.208988
-0.87 -0.214477
-0.86 -0.219426
-0.85 -0.223883
-0.84 -0.227886
-0.83 -0.231472
-0.82 -0.234669
-0.81 -0.237504
-0.8 -0.24
-0.79 -0.242177
-0.78 -0.244054
-0.77 -0.245647
-0.76 -0.246971
-0.75 -0.248039
-0.74 -0.248865
-0.73 -0.249458
-0.72 -0.249831
-0.71 -0.249992
-0.7 -0.24995
-0.69 -0.249714
-0.68 -0.249292
-0.67 -0.248691
-0.66 -0.247918
-0.65 -0.246979
-0.64 -0.24588
-0.63 -0.244627
-0.62 -0.243227
-0.61 -0.241682
-0.6 -0.24
-0.59 -0.238184
-0.58 -0.236239
-0.57 -0.234169
-0.56 -0.231978
-0.55 -0.22967
-0.54 -0.22725
-0.53 -0.224719
-0.52 -0.222083
-0.51 -0.219344
-0.5 -0.216506
-0.49 -0.213572
-0.48 -0.210544
-0.47 -0.207427
-0.46 -0.204221
-0.45 -0.200931
-0.44 -0.19756
-0.43 -0.194108
-0.42 -0.19058
-0.41 -0.186978
-0.4 -0.183303
-0.39 -0.179559
-0.38 -0.175747
-0.37 -0.171871
-0.36 -0.167931
-0.35 -0.163931
-0.34 -0.159872
-0.33 -0.155757
-0.32 -0.151587
-0.31 -0.147364
-0.3 -0.143091
-0.29 -0.138769
-0.28 -0.1344
-0.27 -0.129986
-0.26 -0.125529
-0.25 -0.121031
-0.24 -0.116493
-0.23 -0.111917
-0.22 -0.107305
-0.21 -0.102659
-0.2 -0.0979796
-0.19 -0.0932695
-0.18 -0.08853
-0.17 -0.0837627
-0.16 -0.0789694
-0.15 -0.0741514
-0.14 -0.0693106
-0.13 -0.0644484
-0.12 -0.0595664
-0.11 -0.0546662
-0.1 -0.0497494
-0.09 -0.0448174
-0.08 -0.0398718
-0.07 -0.0349141
-0.06 -0.029946
-0.05 -0.0249687
-0.04 -0.019984
-0.03 -0.0149932
-0.02 -0.009998
-0.01 -0.00499975
7.5287e-16 3.76435e-16
0.01 0.00499975
0.02 0.009998
0.03 0.0149932
0.04 0.019984
0.05 0.0249687
0.06 0.029946
0.07 0.0349141
0.08 0.0398718
0.09 0.0448174
0.1 0.0497494
0.11 0.0546662
0.12 0.0595664
0.13 0.0644484
0.14 0.0693106
0.15 0.0741514
0.16 0.0789694
0.17 0.0837627
0.18 0.08853
0.19 0.0932695
0.2 0.0979796
0.21 0.102659
0.22 0.107305
0.23 0.111917
0.24 0.116493
0.25 0.121031
0.26 0.125529
0.27 0.129986
0.28 0.1344
0.29 0.138769
0.3 0.143091
0.31 0.147364
0.32 0.151587
0.33 0.155757
0.34 0.159872
0.35 0.163931
0.36 0.167931
0.37 0.171871
0.38 0.175747
0.39 0.179559
0.4 0.183303
0.41 0.186978
0.42 0.19058
0.43 0.194108
0.44 0.19756
0.45 0.200931
0.46 0.204221
0.47 0.207427
0.48 0.210544
0.49 0.213572
0.5 0.216506
0.51 0.219344
0.52 0.222083
0.53 0.224719
0.54 0.22725
0.55 0.22967
0.56 0.231978
0.57 0.234169
0.58 0.236239
0.59 0.238184
0.6 0.24
0.61 0.241682
0.62 0.243227
0.63 0.244627
0.64 0.24588
0.65 0.246979
0.66 0.247918
0.67 0.248691
0.68 0.249292
0.69 0.249714
0.7 0.24995
0.71 0.249992
0.72 0.249831
0.73 0.249458
0.74 0.248865
0.75 0.248039
0.76 0.246971
0.77 0.245647
0.78 0.244054
0.79 0.242177
0.8 0.24
0.81 0.237504
0.82 0.234669
0.83 0.231472
0.84 0.227886
0.85 0.223883
0.86 0.219426
0.87 0.214477
0.88 0.208988
0.89 0.202902
0.9 0.19615
0.91 0.188647
0.92 0.180282
0.93 0.170915
0.94 0.160352
0.95 0.148319
0.96 0.1344
0.97 0.117906
0.98 0.0975088
0.99 0.0698283
